Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs,Coaches,Top WS
1966,NBA,Los Angeles Lakers*,36,45,0.444,3,0.31,123,1.4,97.4,1.3,97.1,1,Lost W. Div. Semis,F. Schaus (36,J. West (11.7)
1965,NBA,Los Angeles Lakers*,45,35,0.563,1,2.76,121.2,,98.3,3.4,95.7,0.8,Lost Finals,F. Schaus (45,J. West (17.1)
1964,NBA,Los Angeles Lakers*,49,31,0.613,1,1.7,113.9,,97.4,3.8,95.8,2.2,Lost Finals,F. Schaus (49,J. West (16.7)
1963,NBA,Los Angeles Lakers*,42,38,0.525,3,0.87,111.6,,97.9,3.3,97,2.4,Lost W. Div. Semis,F. Schaus (42,J. West (14.0)
1962,NBA,Los Angeles Lakers*,53,27,0.663,1,2.67,117.8,2.8,97.4,1.5,94.7,,Lost Finals,F. Schaus (53,E. Baylor (14.4)
1961,NBA,Los Angeles Lakers*,54,26,0.675,1,1.8,123.3,2,95,1.4,93.3,,Lost Finals,F. Schaus (54,J. West (12.9)
1960,NBA,Los Angeles Lakers*,36,43,0.456,2,,124.9,1.4,90.8,,90.9,,Lost W. Div. Finals,F. Schaus (36,E. Baylor (14.8)
1959,NBA,Minneapolis Lakers*,25,50,0.333,3,,121.2,,87.7,,91.2,0.1,Lost W. Div. Finals,J. Castellani (11,E. Baylor (11.5)
1958,NBA,Minneapolis Lakers*,33,39,0.458,2,,115.5,3.5,90.8,0.6,91.9,1.7,Lost Finals,J. Kundla (33,E. Baylor (9.8)
1957,NBA,Minneapolis Lakers,19,53,0.264,4,,118.8,1.8,88,,93.3,4.5,,G. Mikan (9,V. Mikkelsen (6.5)
1956,NBA,Minneapolis Lakers*,34,38,0.472,2,,114.8,9.9,88.5,,89.2,0.3,Lost W. Div. Finals,J. Kundla (34,C. Lovellette (8.2)
1955,NBA,Minneapolis Lakers*,33,39,0.458,2,,108,5.2,91.5,1.2,92.4,2.1,Lost W. Div. Semis,J. Kundla (33,C. Lovellette (8.1)
1954,NBA,Minneapolis Lakers*,40,32,0.556,2,0.96,105.5,7.4,89.7,,88.6,,Lost W. Div. Finals,J. Kundla (40,V. Mikkelsen (10.9)
1953,NBA,Minneapolis Lakers*,46,26,0.639,1,2.71,93.5,9.9,86.8,,83.5,,Won Finals,J. Kundla (46,G. Mikan (12.7)
1952,NBA,Minneapolis Lakers*,48,22,0.686,1,5.54,93.7,13.2,90.1,2.1,83.6,,Won Finals,J. Kundla (48,G. Mikan (14.6)
1951,NBA,Minneapolis Lakers*,40,26,0.606,2,5.28,97.2,11.4,85.3,,79.3,,Won Finals,J. Kundla (40,G. Mikan (14.4)
1950,NBA,Minneapolis Lakers*,44,24,0.647,1,4.79,94.8,9.3,86.4,1.3,80.7,,Lost W. Div. Finals,J. Kundla (44,G. Mikan (23.4)
1949,NBA,Minneapolis Lakers*,51,17,0.75,1,8.25,,,,,,,Won Finals,J. Kundla (51,G. Mikan (21.1)
1948,BAA,Minneapolis Lakers*,44,16,0.733,2,6.8,,,,,,,Won Finals,J. Kundla (44,G. Mikan (20.9)
2017,NBA,Washington Wizards,20,16,0.556,1,1.64,97.2,0.1,108.5,0.7,106.3,,,S. Brooks (20,O. Porter (4.0)
2016,NBA,Washington Wizards*,49,33,0.598,1,1.36,97.4,1,111.2,2.4,109.3,0.5,Lost E. Conf. Semis,S. Brooks (49,O. Porter (9.4)
2015,NBA,Washington Wizards,41,41,0.5,4,,98.5,2.7,105.3,,105.8,,,R. Wittman (41,M. Gortat (7.3)
2014,NBA,Washington Wizards*,46,36,0.561,2,0.17,93.7,,103.7,,103,,Lost E. Conf. Semis,R. Wittman (46,M. Gortat (8.6)
2013,NBA,Washington Wizards*,44,38,0.537,2,0.48,93.2,,106,,104.6,,Lost E. Conf. Semis,R. Wittman (44,M. Gortat (8.1)
2012,NBA,Washington Wizards,29,53,0.354,3,,92.2,0.2,100.2,,103,,,R. Wittman (29,M. Webster (6.3)
2011,NBA,Washington Wizards,20,46,0.303,4,,92.5,1.2,101,,106.2,1.6,,F. Saunders (2,J. Wall (3.5)
2010,NBA,Washington Wizards,23,59,0.28,5,,93.8,1.7,102.4,,110.2,2.9,,F. Saunders (23,J. McGee (5.3)
2009,NBA,Washington Wizards,26,56,0.317,5,,91.6,,104.2,,109.4,1.8,,F. Saunders (26,B. Haywood (4.5)
2008,NBA,Washington Wizards,19,63,0.232,5,,91,,105.4,,113.6,5.3,,E. Jordan (1,A. Jamison (8.1)
2007,NBA,Washington Wizards*,43,39,0.524,2,,89.5,,109.2,1.7,109.6,2.1,Lost E. Conf. 1st Rnd.,E. Jordan (43,A. Jamison (9.2)
2006,NBA,Washington Wizards*,41,41,0.5,2,,94.1,2.2,110.1,3.6,110.6,4.1,Lost E. Conf. 1st Rnd.,E. Jordan (41,G. Arenas (10.8)
2005,NBA,Washington Wizards*,42,40,0.512,2,1.57,92.3,1.8,109.3,3.1,107.3,1.1,Lost E. Conf. 1st Rnd.,E. Jordan (42,G. Arenas (13.6)
2004,NBA,Washington Wizards*,45,37,0.549,2,,93.3,2.4,107.2,1.1,107.5,1.4,Lost E. Conf. Semis,E. Jordan (45,G. Arenas (11.5)
2003,NBA,Washington Wizards,25,57,0.305,6,,92.2,2.1,98.8,,104.8,1.9,,E. Jordan (25,K. Brown (4.9)
2002,NBA,Washington Wizards,37,45,0.451,5,,88.2,,103,,104.1,0.5,,D. Collins (37,C. Laettner (6.6)
2001,NBA,Washington Wizards,37,45,0.451,5,,88.3,,104.8,0.3,106.4,1.9,,D. Collins (37,C. Whitney (6.5)
2000,NBA,Washington Wizards,19,63,0.232,7,,92.7,1.4,100.6,,107.8,4.8,,L. Hamilton (19,M. Smith (3.6)
1999,NBA,Washington Wizards,29,53,0.354,7,,92.7,,103.5,,107,2.9,,G. Heard (14,M. Richmond (5.2)
1998,NBA,Washington Wizards,18,32,0.36,6,,89.8,0.9,101.2,,103.7,1.5,,B. Bickerstaff (13,R. Strickland (4.1)
1997,NBA,Washington Wizards,42,40,0.512,4,1.11,91.8,1.5,105.2,0.2,104.5,,,B. Bickerstaff (42,C. Webber (8.3)
1996,NBA,Washington Bullets*,44,38,0.537,4,1.77,92.4,2.3,106.6,,104.9,,Lost E. Conf. 1st Rnd.,J. Lynam (22,C. Webber (9.3)
1995,NBA,Washington Bullets,39,43,0.476,4,0.99,93.7,1.9,108.7,1.1,107.6,0,,J. Lynam (39,G. Muresan (8.0)
1994,NBA,Washington Bullets,21,61,0.256,7,,94.5,1.6,105.4,,111.3,3,,J. Lynam (21,S. Skiles (4.5)
1993,NBA,Washington Bullets,24,58,0.293,7,,95.9,0.8,104.5,,112.2,5.9,,W. Unseld (24,D. MacLean (5.6)
1992,NBA,Washington Bullets,22,60,0.268,7,,97.7,0.9,103.6,,110.8,2.8,,W. Unseld (22,H. Grant (5.0)
1991,NBA,Washington Bullets,25,57,0.305,6,,97.7,1.1,103.9,,108.4,0.2,,W. Unseld (25,P. Ellison (6.9)
1990,NBA,Washington Bullets,30,52,0.366,4,,97.5,,103,,108.1,0.2,,W. Unseld (30,H. Grant (6.7)
1989,NBA,Washington Bullets,31,51,0.378,4,,99.4,1.1,107.5,,109.7,1.6,,W. Unseld (31,D. Walker (6.3)
1988,NBA,Washington Bullets,40,42,0.488,4,,100.8,0.2,106.4,,108.5,0.7,,W. Unseld (40,J. Williams (6.9)
1987,NBA,Washington Bullets*,38,44,0.463,2,,98.1,,106.5,,107.2,,Lost E. Conf. 1st Rnd.,K. Loughery (8,M. Malone (9.2)
1986,NBA,Washington Bullets*,42,40,0.512,3,,100.2,,105.7,,107,,Lost E. Conf. 1st Rnd.,K. Loughery (42,M. Malone (9.4)
1985,NBA,Washington Bullets*,39,43,0.476,3,,99.1,,103,,104.8,,Lost E. Conf. 1st Rnd.,G. Shue (32,J. Malone (6.1)
1984,NBA,Washington Bullets*,40,42,0.488,4,0.15,100.3,,104.3,,104.6,,Lost E. Conf. 1st Rnd.,G. Shue (40,G. Ballard (6.0)
1983,NBA,Washington Bullets*,35,47,0.427,5,,97.4,,104.2,,107.2,,Lost E. Conf. 1st Rnd.,G. Shue (35,J. Ruland (9.3)
1982,NBA,Washington Bullets,42,40,0.512,5,0.2,99.4,,99.1,,99.3,,,G. Shue (42,J. Ruland (10.1)
1981,NBA,Washington Bullets*,43,39,0.524,4,1.06,99.4,,103.3,,102.5,,Lost E. Conf. Semis,G. Shue (43,G. Ballard (9.4)
1980,NBA,Washington Bullets,39,43,0.476,4,0.42,102.4,0.6,102.7,,102.7,,,G. Shue (39,G. Ballard (6.9)
1979,NBA,Washington Bullets*,39,43,0.476,3,,102.6,,103.2,,105.7,0.4,Lost E. Conf. 1st Rnd.,D. Motta (39,W. Unseld (8.4)
1978,NBA,Washington Bullets*,54,28,0.659,1,4.75,106.5,0.7,107.4,3.6,102.7,,Lost Finals,D. Motta (54,E. Hayes (9.4)
1977,NBA,Washington Bullets*,44,38,0.537,2,0.82,108.1,1.4,101.3,0.4,100.5,,Won Finals,D. Motta (44,E. Hayes (8.3)
1976,NBA,Washington Bullets*,48,34,0.585,2,0.9,105.9,,99.3,,98.4,,Lost E. Conf. Semis,D. Motta (48,E. Hayes (12.1)
1975,NBA,Washington Bullets*,48,34,0.585,2,2.2,104.3,,97.5,,95.3,,Lost E. Conf. Semis,K. Jones (48,W. Unseld (9.5)
1974,NBA,Washington Bullets*,60,22,0.732,1,6.53,106.1,1.6,98,0.3,91.3,,Lost Finals,K. Jones (60,E. Hayes (12.5)
1973,NBA,Capital Bullets*,47,35,0.573,1,1.19,106.3,,95.6,,94.2,,Lost E. Conf. Semis,K. Jones (47,E. Hayes (10.6)
1972,NBA,Baltimore Bullets*,52,30,0.634,1,2.85,108.7,,96.3,,93.3,,Lost E. Conf. Semis,G. Shue (52,M. Riordan (11.1)
1971,NBA,Baltimore Bullets*,38,44,0.463,1,,110.5,,96.5,,97.6,,Lost E. Conf. Semis,G. Shue (38,A. Clark (10.7)
1970,NBA,Baltimore Bullets*,42,40,0.512,1,0.91,116.5,1.4,96.2,,95.7,,Lost Finals,G. Shue (42,W. Unseld (10.0)
1969,NBA,Baltimore Bullets*,50,32,0.61,3,1.94,121,3.9,98.7,,96.9,,Lost E. Div. Semis,G. Shue (50,W. Unseld (11.1)
1968,NBA,Baltimore Bullets*,57,25,0.695,1,4.05,121.8,4.9,95.2,,91.7,,Lost E. Div. Semis,G. Shue (57,W. Unseld (10.8)
1967,NBA,Baltimore Bullets,36,46,0.439,6,,121.5,1.7,96.2,,96.6,,,G. Shue (36,E. Monroe (9.3)
1966,NBA,Baltimore Bullets,20,61,0.247,5,,123,1.4,93.4,,98.6,2.5,,M. Farmer (1,G. Johnson (5.0)
1965,NBA,Baltimore Bullets*,38,42,0.475,2,,123.1,1.7,95.8,0.9,96.8,1.9,Lost W. Div. Semis,P. Seymour (38,B. Howell (8.7)
1964,NBA,Baltimore Bullets*,37,43,0.463,3,,116.2,,96.8,3.2,98.7,5.1,Lost W. Div. Finals,B. Jeannette (37,W. Bellamy (12.1)
1963,NBA,Baltimore Bullets,31,49,0.388,4,,117,3.8,95,0.4,96.6,2,,S. Leonard (31,W. Bellamy (14.4)
1962,NBA,Chicago Zephyrs,25,55,0.313,5,,112.2,,97.5,1.6,101.1,5.2,,J. McMahon (12,W. Bellamy (13.7)
1961,NBA,Chicago Packers,18,62,0.225,5,,122.9,1.6,90,,96.9,3.3,,J. Pollard (18,W. Bellamy (16.3)
2017,NBA,Miami Heat,18,17,0.514,2,,95.1,,104.7,,106.8,,,E. Spoelstra (18,W. Ellington (2.2)
2016,NBA,Miami Heat,41,41,0.5,3,0.77,95.2,,107.8,,106.7,,,E. Spoelstra (41,H. Whiteside (9.5)
2015,NBA,Miami Heat*,48,34,0.585,1,1.5,93.6,,106.1,,104.4,,Lost E. Conf. Semis,E. Spoelstra (48,H. Whiteside (10.3)
2014,NBA,Miami Heat,37,45,0.451,3,,90.9,,103.9,,106.7,1.1,,E. Spoelstra (37,L. Deng (5.4)
2013,NBA,Miami Heat*,54,28,0.659,1,4.15,91.2,,110.9,4.2,105.8,,Lost Finals,E. Spoelstra (54,L. James (15.9)
2012,NBA,Miami Heat*,66,16,0.805,1,7.03,90.7,,112.3,6.4,103.7,,Won Finals,E. Spoelstra (66,L. James (19.3)
2011,NBA,Miami Heat*,46,20,0.697,1,5.72,91.2,,106.6,2,100.2,,Won Finals,E. Spoelstra (46,L. James (14.5)
2010,NBA,Miami Heat*,58,24,0.707,1,6.76,90.9,,111.7,4.4,103.5,,Lost Finals,E. Spoelstra (58,L. James (15.6)
2009,NBA,Miami Heat*,47,35,0.573,3,1.99,89.6,,106.6,,104.1,,Lost E. Conf. 1st Rnd.,E. Spoelstra (47,D. Wade (13.0)
2008,NBA,Miami Heat*,43,39,0.524,3,0.49,89.9,,107.8,,107.6,,Lost E. Conf. 1st Rnd.,E. Spoelstra (43,D. Wade (14.7)
2007,NBA,Miami Heat,15,67,0.183,5,,90.2,,100.5,,110,2.5,,P. Riley (15,D. Wade (3.3)
2006,NBA,Miami Heat*,44,38,0.537,1,,89.9,,104.3,,105.3,,Lost E. Conf. 1st Rnd.,P. Riley (44,D. Wade (8.8)
2005,NBA,Miami Heat*,52,30,0.634,1,3.59,91.6,1.1,108.7,2.5,104.5,,Won Finals,S. Van Gundy (11,D. Wade (14.4)
2004,NBA,Miami Heat*,59,23,0.72,1,5.77,90.8,,110.2,4.1,103.1,,Lost E. Conf. Finals,S. Van Gundy (59,D. Wade (11.0)
2003,NBA,Miami Heat*,42,40,0.512,2,,88,,102.2,,101.7,,Lost E. Conf. Semis,S. Van Gundy (42,E. Jones (9.1)
2002,NBA,Miami Heat,25,57,0.305,7,,87.8,,96.7,,102.4,,,P. Riley (25,B. Grant (7.7)
2001,NBA,Miami Heat,36,46,0.439,6,,87.4,,98.5,,100.2,,,P. Riley (36,E. Jones (10.5)
2000,NBA,Miami Heat*,50,32,0.61,2,1.73,87.1,,101.1,,98.5,,Lost E. Conf. 1st Rnd.,P. Riley (50,A. Mason (11.6)
1999,NBA,Miami Heat*,52,30,0.634,1,2.75,89.7,,104.5,0.4,101,,Lost E. Conf. Semis,P. Riley (52,A. Mourning (12.9)
1998,NBA,Miami Heat*,33,17,0.66,1,5.11,84.8,,104.7,2.5,98.9,,Lost E. Conf. 1st Rnd.,P. Riley (33,A. Mourning (7.9)
1997,NBA,Miami Heat*,55,27,0.671,1,5.09,87.9,,107.6,2.6,102,,Lost E. Conf. 1st Rnd.,P. Riley (55,T. Hardaway (11.7)
1996,NBA,Miami Heat*,61,21,0.744,1,5.56,88.2,,106.8,0.1,100.6,,Lost E. Conf. Finals,P. Riley (61,T. Hardaway (12.9)
1995,NBA,Miami Heat*,42,40,0.512,3,1.46,91.1,,105.3,,103.8,,Lost E. Conf. 1st Rnd.,P. Riley (42,A. Mourning (9.9)
1994,NBA,Miami Heat,32,50,0.39,4,,92.9,0,108.2,,109.9,1.6,,K. Loughery (17,G. Rice (10.0)
1993,NBA,Miami Heat*,42,40,0.512,4,2.4,93.8,,109.5,3.2,106.7,0.4,Lost E. Conf. 1st Rnd.,K. Loughery (42,G. Rice (10.2)
1992,NBA,Miami Heat,36,46,0.439,5,,94.6,,107.7,,108.9,0.9,,K. Loughery (36,G. Long (6.5)
1991,NBA,Miami Heat*,38,44,0.463,4,,97.7,1.1,106.7,,110.9,2.7,Lost E. Conf. 1st Rnd.,K. Loughery (38,G. Rice (7.9)
1990,NBA,Miami Heat,24,58,0.293,6,,99.3,1.5,102,,108.1,0.2,,R. Rothstein (24,S. Douglas (5.4)
1989,NBA,Miami Heat,18,64,0.22,5,,101,2.7,99.3,,108.9,0.8,,R. Rothstein (18,S. Douglas (4.4)
1988,NBA,Miami Heat,15,67,0.183,6,,99.1,,97.8,,109,1.2,,R. Rothstein (15,G. Long (4.6)
2017,NBA,Charlotte Hornets,13,22,0.371,3,,98.6,1.5,105.3,,107.1,,,S. Clifford (13,K. Walker (3.4)
2016,NBA,Charlotte Hornets,36,46,0.439,4,,95.7,,108.8,0,108.6,,,S. Clifford (36,K. Walker (8.1)
2015,NBA,Charlotte Hornets*,48,34,0.585,3,2.36,95.7,,107.1,0.7,104.3,,Lost E. Conf. 1st Rnd.,S. Clifford (48,K. Walker (9.9)
2014,NBA,Charlotte Hornets,33,49,0.402,4,,93,,100.1,,103.5,,,S. Clifford (33,A. Jefferson (4.7)
2013,NBA,Charlotte Bobcats*,43,39,0.524,3,,92.4,,103.6,,103.8,,Lost E. Conf. 1st Rnd.,S. Clifford (43,A. Jefferson (7.8)
2012,NBA,Charlotte Bobcats,21,61,0.256,4,,91.5,,101.5,,111.5,5.6,,M. Dunlap (21,K. Walker (4.8)
2011,NBA,Charlotte Bobcats,7,59,0.106,5,,91.1,,95.2,,110.4,5.8,,P. Silas (7,D. Brown (2.3)
2010,NBA,Charlotte Bobcats,34,48,0.415,4,,89.6,,103.4,,107.8,0.5,,L. Brown (9,D. Augustin (6.2)
2009,NBA,Charlotte Bobcats*,44,38,0.537,4,1.3,90.4,,104.4,,102.8,,Lost E. Conf. 1st Rnd.,L. Brown (44,G. Wallace (11.5)
2008,NBA,Charlotte Bobcats,35,47,0.427,4,,88.3,,104.7,,106.1,,,L. Brown (35,G. Wallace (9.5)
2007,NBA,Charlotte Bobcats,32,50,0.39,4,,91.8,,104.6,,109.4,1.9,,S. Vincent (32,J. Richardson (7.4)
2006,NBA,Charlotte Bobcats,33,49,0.402,4,,92,0.1,103.6,,107.6,1.1,,B. Bickerstaff (33,G. Wallace (7.7)
2005,NBA,Charlotte Bobcats,26,56,0.317,4,,93.4,2.9,102.5,,106.7,0.5,,B. Bickerstaff (26,G. Wallace (6.4)
2004,NBA,Charlotte Bobcats,18,64,0.22,4,,92.3,1.4,101.1,,107.5,1.4,,B. Bickerstaff (18,P. Brezec (4.9)
2001,NBA,Charlotte Hornets*,44,38,0.537,2,0.57,89.7,,104.3,,103.3,,Lost E. Conf. Semis,P. Silas (44,P. Brown (8.2)
2000,NBA,Charlotte Hornets*,46,36,0.561,3,1.45,89.4,,101.8,,99.5,,Lost E. Conf. Semis,P. Silas (46,B. Davis (8.9)
1999,NBA,Charlotte Hornets*,49,33,0.598,2,2.33,93.9,0.8,104.3,0.2,101.4,,Lost E. Conf. 1st Rnd.,P. Silas (49,E. Jones (10.1)
1998,NBA,Charlotte Hornets,26,24,0.52,5,0.63,89.7,0.8,102.3,0.1,102.4,0.2,,D. Cowens (4,D. Wesley (4.8)
1997,NBA,Charlotte Hornets*,51,31,0.622,3,2.45,89.4,,107.5,2.5,105.3,0.3,Lost E. Conf. Semis,D. Cowens (51,G. Rice (9.3)
1996,NBA,Charlotte Hornets*,54,28,0.659,4,2.13,88.6,,110.9,4.2,108.9,2.2,Lost E. Conf. 1st Rnd.,D. Cowens (54,A. Mason (11.4)
1995,NBA,Charlotte Hornets,41,41,0.5,6,,91.6,,111.2,3.6,111.8,4.2,,A. Bristow (41,L. Johnson (10.1)
1994,NBA,Charlotte Hornets*,50,32,0.61,2,2.87,91.2,,109.6,1.3,106.1,,Lost E. Conf. 1st Rnd.,A. Bristow (50,A. Mourning (9.4)
1993,NBA,Charlotte Hornets,41,41,0.5,5,,97.5,2.4,108.4,2.1,108.6,2.3,,A. Bristow (41,H. Hawkins (6.5)
1992,NBA,Charlotte Hornets*,44,38,0.537,3,,100.2,3.4,109.5,1.5,109.7,1.7,Lost E. Conf. Semis,A. Bristow (44,L. Johnson (9.6)
1991,NBA,Charlotte Hornets,31,51,0.378,7,,101.7,5.1,107.1,,110.9,2.7,,A. Bristow (31,L. Johnson (8.9)
1990,NBA,Charlotte Hornets,26,56,0.317,7,,97.3,,105,,110.4,2.5,,G. Littles (26,M. Bogues (4.8)
1989,NBA,Charlotte Hornets,19,63,0.232,7,,98.1,,102,,109.9,1.8,,D. Harter (8,M. Bogues (6.7)
1988,NBA,Charlotte Hornets,20,62,0.244,6,,100.3,,103.7,,112.1,4.3,,D. Harter (20,K. Rambis (4.8)
2017,NBA,Orlando Magic,12,24,0.333,4,,99.7,2.6,104.8,,110.2,2.4,,F. Vogel (12,N. Vucevic (2.8)
2016,NBA,Orlando Magic,29,53,0.354,5,,96.8,0.4,103.7,,110.5,1.7,,F. Vogel (29,E. Payton (4.4)
2015,NBA,Orlando Magic,35,47,0.427,5,,96,0.2,105.1,,106.8,0.4,,S. Skiles (35,E. Fournier (5.7)
2014,NBA,Orlando Magic,25,57,0.305,5,,93.8,,101.6,,107.7,2.1,,J. Vaughn (15,N. Vucevic (7.0)
2013,NBA,Orlando Magic,23,59,0.28,5,,93.6,,101.7,,107.4,0.7,,J. Vaughn (23,A. Afflalo (5.3)
2012,NBA,Orlando Magic,20,62,0.244,5,,92.2,0.2,101.6,,109.1,3.2,,J. Vaughn (20,N. Vucevic (5.7)
2011,NBA,Orlando Magic*,37,29,0.561,3,0.46,89,,105,0.4,104.1,,Lost E. Conf. 1st Rnd.,S. Van Gundy (37,R. Anderson (8.9)
2010,NBA,Orlando Magic*,52,30,0.634,2,4.92,91.2,,107.9,0.6,102,,Lost E. Conf. 1st Rnd.,S. Van Gundy (52,D. Howard (14.4)
2009,NBA,Orlando Magic*,59,23,0.72,1,7.12,92,,111.4,3.8,103.3,,Lost E. Conf. Finals,S. Van Gundy (59,D. Howard (13.2)
2008,NBA,Orlando Magic*,59,23,0.72,1,6.48,92.3,0.6,109.2,0.9,101.9,,Lost Finals,S. Van Gundy (59,D. Howard (13.8)
2007,NBA,Orlando Magic*,52,30,0.634,1,4.79,93.4,1,111.3,3.8,105.5,,Lost E. Conf. Semis,S. Van Gundy (52,D. Howard (12.9)
2006,NBA,Orlando Magic*,40,42,0.488,3,0.35,89.9,,104.9,,104.1,,Lost E. Conf. 1st Rnd.,B. Hill (40,D. Howard (9.7)
2005,NBA,Orlando Magic,36,46,0.439,3,,88.3,,106.3,0.1,107.5,1.3,,B. Hill (36,D. Howard (8.6)
2004,NBA,Orlando Magic,36,46,0.439,3,,94.7,3.8,104.9,,107.3,1.2,,J. Davis (31,D. Howard (7.3)
2003,NBA,Orlando Magic,21,61,0.256,7,,90.8,0.7,102.7,,110.4,7.5,,D. Rivers (1,T. McGrady (8.4)
2002,NBA,Orlando Magic*,42,40,0.512,4,,93.1,2.1,105.2,1.6,105,1.4,Lost E. Conf. 1st Rnd.,D. Rivers (42,T. McGrady (16.1)
2001,NBA,Orlando Magic*,44,38,0.537,3,1.25,93.2,2.5,107,2.5,105.3,0.8,Lost E. Conf. 1st Rnd.,D. Rivers (44,T. McGrady (11.5)
2000,NBA,Orlando Magic*,43,39,0.524,4,0.39,93.2,1.9,103.2,0.2,102.1,,Lost E. Conf. 1st Rnd.,D. Rivers (43,T. McGrady (12.2)
1999,NBA,Orlando Magic,41,41,0.5,4,0.43,97.3,4.2,102.4,,101.7,,,D. Rivers (41,D. Armstrong (8.0)
1998,NBA,Orlando Magic*,33,17,0.66,2,3.11,88.8,,100.3,,97.4,,Lost E. Conf. 1st Rnd.,C. Daly (33,D. Armstrong (6.4)
1997,NBA,Orlando Magic,41,41,0.5,5,,87.1,,102.6,,103.8,,,C. Daly (41,B. Outlaw (7.6)
1996,NBA,Orlando Magic*,45,37,0.549,3,,88.3,,105.6,,106,,Lost E. Conf. 1st Rnd.,B. Hill (24,A. Hardaway (8.1)
1995,NBA,Orlando Magic*,60,22,0.732,1,5.4,91.8,0,112.9,5.3,106.9,,Lost E. Conf. Finals,B. Hill (60,A. Hardaway (14.4)
1994,NBA,Orlando Magic*,57,25,0.695,1,6.44,95.1,2.2,115.1,6.8,107.8,,Lost Finals,B. Hill (57,S. O'Neal (14.0)
1993,NBA,Orlando Magic*,50,32,0.61,2,3.68,95.2,0.1,110.8,4.5,106.7,0.4,Lost E. Conf. 1st Rnd.,B. Hill (50,S. O'Neal (16.9)
1992,NBA,Orlando Magic,41,41,0.5,4,1.35,96.3,,108.5,0.5,107.1,,,M. Guokas (41,S. O'Neal (10.4)
1991,NBA,Orlando Magic,21,61,0.256,7,,98,1.4,103.5,,110.5,2.3,,M. Guokas (21,T. Catledge (4.6)
1990,NBA,Orlando Magic,31,51,0.378,4,,99.5,1.7,105.9,,109.9,2,,M. Guokas (31,S. Skiles (7.0)
1989,NBA,Orlando Magic,18,64,0.22,7,,104.1,5.8,105.8,,114.3,6.2,,M. Guokas (18,O. Smith (3.3)
2017,NBA,Atlanta Hawks,9,26,0.257,5,,97.1,0,106.7,,111.4,3.6,,M. Budenholzer (9,J. Collins (2.3)
2016,NBA,Atlanta Hawks*,43,39,0.524,2,,97.4,1,104.9,,105.7,,Lost E. Conf. 1st Rnd.,M. Budenholzer (43,D. Howard (8.3)
2015,NBA,Atlanta Hawks*,48,34,0.585,2,3.49,97.1,1.3,105.1,,101.4,,Lost E. Conf. Semis,M. Budenholzer (48,P. Millsap (10.1)
2014,NBA,Atlanta Hawks*,60,22,0.732,1,4.75,93.9,0,108.9,3.3,103.1,,Lost E. Conf. Finals,M. Budenholzer (60,A. Horford (8.7)
2013,NBA,Atlanta Hawks*,38,44,0.463,4,,94.6,0.7,105.9,,106.4,,Lost E. Conf. 1st Rnd.,M. Budenholzer (38,P. Millsap (6.7)
2012,NBA,Atlanta Hawks*,44,38,0.537,2,,92.6,0.6,104.8,,104.4,,Lost E. Conf. 1st Rnd.,L. Drew (44,A. Horford (8.8)
2011,NBA,Atlanta Hawks*,40,26,0.606,2,2.67,90.2,,104.9,0.3,101.2,,Lost E. Conf. 1st Rnd.,L. Drew (40,J. Smith (6.8)
2010,NBA,Atlanta Hawks*,44,38,0.537,3,,89.3,,106.1,,107,,Lost E. Conf. Semis,L. Drew (44,A. Horford (10.1)
2009,NBA,Atlanta Hawks*,53,29,0.646,2,4.44,90.1,,111.9,4.3,106.7,,Lost E. Conf. Semis,M. Woodson (53,A. Horford (10.9)
2008,NBA,Atlanta Hawks*,47,35,0.573,2,1.7,89.6,,109.3,1,107.6,,Lost E. Conf. Semis,M. Woodson (47,J. Johnson (7.6)
2007,NBA,Atlanta Hawks*,37,45,0.451,3,,91.1,,106.9,,108.9,1.4,Lost E. Conf. 1st Rnd.,M. Woodson (37,J. Childress (7.6)
2006,NBA,Atlanta Hawks,30,52,0.366,5,,90,,103,,108.3,1.8,,M. Woodson (30,J. Childress (5.5)
2005,NBA,Atlanta Hawks,26,56,0.317,5,,90.4,,106.4,0.2,111.6,5.4,,M. Woodson (26,J. Johnson (6.0)
2004,NBA,Atlanta Hawks,13,69,0.159,5,,91.4,0.5,100.6,,111.1,5,,M. Woodson (13,J. Childress (4.6)
2003,NBA,Atlanta Hawks,28,54,0.341,7,,90.8,0.7,101,,106.1,3.2,,T. Stotts (28,S. Abdur
2002,NBA,Atlanta Hawks,35,47,0.427,5,,91,0,102.3,,106.1,2.5,,L. Kruger (11,S. Abdur
2001,NBA,Atlanta Hawks,33,49,0.402,6,,91.9,1.2,101.8,,106.4,1.9,,L. Kruger (33,J. Terry (8.6)
2000,NBA,Atlanta Hawks,25,57,0.305,7,,91.9,0.6,98.7,,104.3,1.3,,L. Kruger (25,J. Terry (6.5)
1999,NBA,Atlanta Hawks,28,54,0.341,7,,91.7,,102,,107.9,3.8,,L. Wilkens (28,D. Mutombo (9.9)
1998,NBA,Atlanta Hawks*,31,19,0.62,2,2.82,85.3,,100.5,,97.1,,Lost E. Conf. Semis,L. Wilkens (31,D. Mutombo (7.9)
1997,NBA,Atlanta Hawks*,50,32,0.61,4,3.85,87.7,,108.2,3.2,104.3,,Lost E. Conf. 1st Rnd.,L. Wilkens (50,D. Mutombo (10.8)
